train_loss,train_elbo_loss,epoch,step,valid_loss,valid_elbo_loss
0.2840626835823059,0.2840626835823059,0,127,,
0.051126766949892044,0.051126766949892044,1,255,,
0.034431785345077515,0.034431785345077515,2,383,,
0.026218034327030182,0.026218034327030182,3,511,,
0.023128461092710495,0.023128461092710495,4,639,,
0.019641943275928497,0.019641943275928497,5,767,,
0.017439985647797585,0.017439985647797585,6,895,,
0.018715858459472656,0.018715858459472656,7,1023,,
0.015538753010332584,0.015538753010332584,8,1151,,
,,9,1279,0.005876585841178894,0.005876585841178894
0.014368414878845215,0.014368414878845215,9,1279,,
0.01340220496058464,0.01340220496058464,10,1407,,
0.014108408242464066,0.014108408242464066,11,1535,,
0.012512187473475933,0.012512187473475933,12,1663,,
0.013201995752751827,0.013201995752751827,13,1791,,
0.01163121685385704,0.01163121685385704,14,1919,,
0.01210560742765665,0.01210560742765665,15,2047,,
0.011428429745137691,0.011428429745137691,16,2175,,
0.011740753427147865,0.011740753427147865,17,2303,,
0.010584941133856773,0.010584941133856773,18,2431,,
,,19,2559,0.005294806323945522,0.005294806323945522
0.010666603222489357,0.010666603222489357,19,2559,,
0.010815654881298542,0.010815654881298542,20,2687,,
0.010556578636169434,0.010556578636169434,21,2815,,
0.010628658346831799,0.010628658346831799,22,2943,,
0.009814389981329441,0.009814389981329441,23,3071,,
0.010750604793429375,0.010750604793429375,24,3199,,
0.010602178983390331,0.010602178983390331,25,3327,,
0.00921955518424511,0.00921955518424511,26,3455,,
0.009697986766695976,0.009697986766695976,27,3583,,
0.009340332821011543,0.009340332821011543,28,3711,,
,,29,3839,0.006668121088296175,0.006668121088296175
0.010396023280918598,0.010396023280918598,29,3839,,
0.009337333030998707,0.009337333030998707,30,3967,,
0.009910759516060352,0.009910759516060352,31,4095,,
0.009051387198269367,0.009051387198269367,32,4223,,
0.00954379327595234,0.00954379327595234,33,4351,,
0.00913641694933176,0.00913641694933176,34,4479,,
0.00831620953977108,0.00831620953977108,35,4607,,
0.007824224419891834,0.007824224419891834,36,4735,,
0.009060845710337162,0.009060845710337162,37,4863,,
0.008594413287937641,0.008594413287937641,38,4991,,
,,39,5119,0.008319097571074963,0.008319097571074963
0.008851950988173485,0.008851950988173485,39,5119,,
0.007987101562321186,0.007987101562321186,40,5247,,
0.009016601368784904,0.009016601368784904,41,5375,,
0.008769826032221317,0.008769826032221317,42,5503,,
0.008457876741886139,0.008457876741886139,43,5631,,
0.00842378381639719,0.00842378381639719,44,5759,,
0.008869617246091366,0.008869617246091366,45,5887,,
0.008316714316606522,0.008316714316606522,46,6015,,
0.00843027513474226,0.00843027513474226,47,6143,,
0.009024351835250854,0.009024351835250854,48,6271,,
,,49,6399,0.005131630692631006,0.005131630692631006
0.008390665054321289,0.008390665054321289,49,6399,,
0.008082559332251549,0.008082559332251549,50,6527,,
0.00925800483673811,0.00925800483673811,51,6655,,
0.0077052065171301365,0.0077052065171301365,52,6783,,
0.008596628904342651,0.008596628904342651,53,6911,,
0.008043371140956879,0.008043371140956879,54,7039,,
0.007959693670272827,0.007959693670272827,55,7167,,
0.008355586789548397,0.008355586789548397,56,7295,,
0.007994528859853745,0.007994528859853745,57,7423,,
0.00751075055450201,0.00751075055450201,58,7551,,
,,59,7679,0.0013747109333053231,0.0013747109333053231
0.007617245428264141,0.007617245428264141,59,7679,,
0.007665788289159536,0.007665788289159536,60,7807,,
0.008187159895896912,0.008187159895896912,61,7935,,
0.007548918481916189,0.007548918481916189,62,8063,,
0.007498685270547867,0.007498685270547867,63,8191,,
0.008121720515191555,0.008121720515191555,64,8319,,
0.007107073441147804,0.007107073441147804,65,8447,,
0.008093345910310745,0.008093345910310745,66,8575,,
0.0076381005346775055,0.0076381005346775055,67,8703,,
0.007548511493951082,0.007548511493951082,68,8831,,
,,69,8959,0.00518931495025754,0.00518931495025754
0.007293657399713993,0.007293657399713993,69,8959,,
0.007818429730832577,0.007818429730832577,70,9087,,
0.007517979945987463,0.007517979945987463,71,9215,,
0.007033609785139561,0.007033609785139561,72,9343,,
0.007117952220141888,0.007117952220141888,73,9471,,
0.007523659151047468,0.007523659151047468,74,9599,,
0.008058607578277588,0.008058607578277588,75,9727,,
0.007531038485467434,0.007531038485467434,76,9855,,
0.00735809188336134,0.00735809188336134,77,9983,,
0.007860328070819378,0.007860328070819378,78,10111,,
,,79,10239,0.0018084043404087424,0.0018084043404087424
0.007029212079942226,0.007029212079942226,79,10239,,
0.007230546325445175,0.007230546325445175,80,10367,,
0.007911864668130875,0.007911864668130875,81,10495,,
0.007277608383446932,0.007277608383446932,82,10623,,
0.007223374210298061,0.007223374210298061,83,10751,,
0.007204464636743069,0.007204464636743069,84,10879,,
0.007070379331707954,0.007070379331707954,85,11007,,
0.006703147664666176,0.006703147664666176,86,11135,,
0.006819438189268112,0.006819438189268112,87,11263,,
0.00720116775482893,0.00720116775482893,88,11391,,
,,89,11519,0.0027297704946249723,0.0027297704946249723
0.007319965865463018,0.007319965865463018,89,11519,,
0.007426572032272816,0.007426572032272816,90,11647,,
0.006440665107220411,0.006440665107220411,91,11775,,
0.0066374423913657665,0.0066374423913657665,92,11903,,
0.006935892626643181,0.006935892626643181,93,12031,,
0.006605250295251608,0.006605250295251608,94,12159,,
0.007220452651381493,0.007220452651381493,95,12287,,
0.006665684748440981,0.006665684748440981,96,12415,,
0.0070146056823432446,0.0070146056823432446,97,12543,,
0.006928563117980957,0.006928563117980957,98,12671,,
,,99,12799,0.003818657249212265,0.003818657249212265
0.0064301141537725925,0.0064301141537725925,99,12799,,
0.0072863963432610035,0.0072863963432610035,100,12927,,
